# pdb h1 h2 h3 l1 l2 l3
5hbv 65.6243835616 57.8718548387 50.8536363636 57.9576470588 51.0877777778 47.6441666667
3na9 38.7904705882 39.2828888889 32.1154901961 37.192804878 31.0753333333 36.0922857143
5wb9 34.5092553191 32.5787407407 29.4951724138 44.5238571429 29.6788679245 29.9423913043
2aep 34.4279310345 38.1367123288 31.8471794872 33.812 31.9724137931 30.9170731707
4xcc 77.2784057971 75.8464 79.7261538462 93.3172972973 78.6546666667 85.6177941176
3qot 42.2517391304 27.14 30.0266666667 29.6597744361 24.230862069 21.6516883117
5lxg 68.011547619 76.2922794118 49.2535135135 47.0952380952 45.7838 47.923902439
1oaz 55.2974725275 43.8687313433 47.1624107143 57.5338383838 54.0084 30.6816666667
1oay none none none 75.8382258065 80.4355555556 72.4691666667
2gsg 29.4040625 29.1490322581 45.7925 68.6964210526 56.4289873418 66.2738235294
5vvf 37.816626506 33.4736170213 40.884863388 36.2479120879 34.1944642857 30.7467647059
1oar 57.1837362637 86.9336936937 65.5399107143 57.4105263158 56.616 31.4423076923
1oaq 18.5869230769 20.8763432836 24.0338392857 18.781010101 24.2092 19.7646153846
2gsi 32.9559782609 34.648705036 41.3674626866 37.5473076923 35.8342307692 35.1580597015
1oau 74.787 none 90.5610526316 none none none
1oak 34.8290666667 28.9616528926 27.0627350427 25.6691954023 27.79 23.0133333333
5uem 27.2507526882 30.1323770492 31.3736184211 36.0215662651 31.1025 27.8332307692
4kte 21.1385714286 20.34952 21.3402941176 22.1634653465 26.9744444444 19.8131081081
4ktd 52.0264788732 48.381637931 33.14671875 20.9440740741 34.0070114943 25.6584931507
1ggc 15.9753012048 13.5403597122 12.0908888889 17.7106086957 20.1167924528 12.8985915493
1ggb 18.6895180723 30.4105035971 31.3524444444 56.5271304348 45.1111320755 40.7726760563
2ykl 25.4845 27.1056910569 35.2617307692 30.05 29.0561666667 28.5372093023
1ggi 7.32698795181 7.02618705036 3.86644444444 8.86895652174 7.52867924528 4.95507042254
4hbc 19.3380246914 21.579375 22.0974358974 30.082375 31.9202083333 24.1282222222
4fp8 65.0501834862 71.0117241379 53.0068478261 91.4402173913 76.8681818182 63.9848
3d0v 29.695 31.5231818182 34.2495679012 34.0536986301 29.6902083333 27.2320481928
3naa 46.00875 50.2076296296 35.2916666667 40.7465853659 32.3233333333 36.051
4ygv 18.2759340659 23.7444776119 20.8207142857 28.4983333333 29.2990322581 19.1839189189
3nac 46.6475 48.5105882353 36.0506862745 42.0385365854 32.9697777778 38.0622857143
1dqj 26.6784615385 25.0611450382 18.262972973 21.8104705882 20.0919230769 16.0778205128
1qyg 25.86 26.650397351 25.3452564103 29.5318320611 22.3639215686 22.7833333333
4s1d 74.8160465116 80.3151449275 66.4197938144 90.3006976744 84.23625 83.5501204819
2x89 62.0697468354 57.208880597 59.9246153846 none none none
5zv3 25.5308139535 27.03 23.0933695652 25.4814705882 21.8935849057 21.4681707317
4yga 86.6589552239 135.94539823 100.054677419 none none none
1uj3 22.2465555556 21.320390625 20.3811111111 19.8409411765 19.6729411765 17.1170833333
3hi5 29.660989011 35.8833834586 41.9271134021 39.5153012048 39.1924444444 29.9490322581
5m2i 41.0827848101 37.1315068493 30.5602702703 none none none
5m2j 11.4049462366 12.9579069767 14.930952381 none none none
3i75 38.5334482759 33.6990551181 39.1184827586 33.6803448276 42.293559322 28.4111842105
5m2m 41.2831623932 16.3764028777 30.3104918033 none none none
1riv 32.1930864198 30.0578145695 29.9373076923 34.2516030534 27.1154901961 25.5965432099
1bjm none none none 25.3871764706 21.14 29.7190123457
3k74 30.4289473684 30.8000813008 34.6225 none none none
1ic7 48.1481578947 39.61671875 45.0053488372 40.6671084337 37.1930769231 34.3262820513
1ic5 35.2218987342 31.672421875 34.4825581395 35.0809638554 32.9034615385 29.6442307692
1ic4 50.8659210526 38.0109375 42.465 39.7774698795 37.9544230769 33.5882051282
6be3 20.3365789474 22.8739534884 23.1763768116 20.8531764706 25.7417647059 14.3026086957
6be2 27.6257894737 30.1875968992 32.7551449275 28.9823529412 32.0281176471 22.4495652174
1riu 26.4640740741 25.7264238411 24.6814102564 29.5865648855 23.3076470588 21.6207407407
6be4 21.6568421053 30.7596124031 31.6654347826 22.8721176471 26.7670588235 18.7057971014
3mlt 27.2155421687 35.1125185185 36.3939830508 43.8129411765 34.9209836066 40.9324742268
3mlu 29.0755421687 37.0642222222 35.2127966102 35.9397647059 28.4947540984 34.2972307692
3mlv 17.6212048193 19.386962963 22.1338983051 19.5781176471 17.5140983607 17.4384496124
3mlw 40.625 44.3748091603 47.4369178082 48.2783333333 45.7171666667 42.1453
3u7y 65.4849382716 64.321884058 71.8426712329 95.7948387097 80.8372727273 69.1928
3mlr 7.97 12.0362962963 11.8913559322 14.4224705882 9.70983606557 11.200620155
2o5y 43.1306097561 45.3475362319 47.686625 46.3156349206 44.3786206897 44.9860759494
1nmb 8.38505617978 12.5986524823 6.18647058824 9.20797752809 11.8449122807 7.58701298701
1dqd 44.9157142857 36.2357364341 71.3525 35.0936111111 35.1104255319 29.9233333333
3u7w 33.137037037 38.3597101449 32.5946575342 38.8782258065 37.2906818182 30.6612
3mlx 18.3504109589 23.824496124 30.1678616352 21.6449411765 26.1682142857 20.5481818182
3mly 15.7698630137 16.4039534884 20.6625157233 16.5365882353 21.6598214286 14.0642857143
3mlz 19.3745205479 22.5169767442 22.2903144654 25.0491764706 31.1544642857 20.1014285714
2ih3 30.6949425287 34.589084507 24.1590140845 24.4851219512 30.6319230769 19.2019512195
2f19 18.6752564103 27.1995714286 32.2580833333 9.78056179775 11.3555 10.7222058824
5xp1 none none none 63.472 55.697 55.7905263158
3u7a none none none 39.8934302326 37.1248421053 35.3229054054
4ptt 14.9235064935 17.0712698413 21.1890517241 21.677625 23.3871698113 17.2157954545
4llu 32.6740963855 50.0718253968 27.717816092 43.5172857143 46.0174576271 32.8896590909
4llv 33.7833333333 30.50352 43.378358209 72.6407936508 83.1160526316 55.191875
4llw 33.7001204819 31.62125 32.435 35.7387837838 39.0706779661 31.7029545455
4lly 34.4608641975 31.7675409836 25.6913793103 18.7856756757 24.5783050847 19.5026136364
1cic 19.163655914 23.4905925926 16.9373913043 20.18325 24.2531666667 17.8580555556
4nj9 39.3127472527 47.2550364964 32.6957446809 36.1647008547 34.0683018868 28.9298648649
3k7u 32.7569444444 27.41416 28.9983928571 none none none
1lil none none none 15.55 15.55 15.55
4qf1 26.0370238095 20.2781512605 29.0003296703 24.5091764706 27.9716071429 21.9292941176
3t0v none none none 17.6383870968 19.8182758621 16.7376923077
3t0x none none none 24.5921505376 49.0413559322 23.1049450549
1mrf 56.3419318182 55.1002919708 34.4612121212 25.0121311475 19.9498275862 22.9414285714
1osp 21.2623333333 26.635308642 19.0159322034 22.9472477064 23.1471428571 19.9347826087
5c2u 36.8692783505 34.3940909091 36.9192668622 none none none
3u79 none none none 25.9081065089 28.1603157895 27.3311377246
4hlz 65.92375 75.1349333333 59.7855789474 67.7039506173 69.9854545455 59.1255696203
5c2b 37.7514492754 40.1424031008 24.3861589404 19.1442574257 21.5623636364 22.2164367816
1rz7 33.3817582418 43.1591970803 30.9165882353 36.2613793103 26.5282608696 44.92
5u65 21.5692307692 19.628245614 25.0963309353 none none none
4eow 61.4378313253 53.563875969 55.6361818182 66.5474193548 54.7480645161 62.3143529412
4qhu 14.5161842105 18.2978740157 12.3053191489 29.4725974026 23.2051785714 17.1379310345
5dxw 8.95792207792 12.8085271318 11.4115909091 none none none
3bdy 46.8509411765 45.1686956522 45.4575555556 50.749380531 43.7190322581 44.4305333333
3bdx none none none 21.1069473684 16.3834482759 23.2307594937
4ptu 14.5068831169 19.9906349206 23.954137931 22.231125 23.4918867925 18.7839772727
3q6g 18.0505405405 20.6873504274 32.3329032258 31.1921917808 22.7154716981 20.6010869565
4s2s 26.7377333333 24.1019008264 32.1575294118 24.606350365 28.5403448276 19.6374418605
1bm3 18.4381333333 18.5252892562 22.2797560976 19.7410588235 20.1775 15.8308108108
1oax none none none 71.9358585859 72.9642 56.0412820513
5mo9 30.1252272727 32.7935658915 19.5312698413 27.4341269841 24.9574137931 25.2194202899
5mo3 22.9745783133 25.6854545455 32.4619354839 38.9196350365 26.8256896552 25.005890411
4tyu 11.5212162162 7.77096551724 11.3356428571 none none none
1t2q 22.8318666667 24.0994117647 27.534375 25.4758064516 28.8493103448 24.7492753623
3clf 25.5283146067 29.4364885496 22.1093055556 25.3906493506 27.4211666667 21.7850666667
5myx 18.4413978495 21.5240151515 15.9267307692 24.7877777778 23.3411764706 18.6795890411
6mxt 41.3471084337 46.9245535714 55.4040277778 none none none
2j4w 33.1972826087 37.9170229008 39.5128865979 43.5617073171 34.7922222222 32.5948
4i2x 38.6609090909 41.9049640288 37.4184444444 45.4533783784 49.2716949153 32.4907407407
1hcv 30.6206944444 9.09076023392 18.4440298507 none none none
3bd3 none none none 33.606 21.1317241379 35.5996470588
3bd5 none none none 47.001 50.6417241379 62.8337647059
3bd4 none none none 42.3985 40.7581034483 37.9230232558
3lmj 24.2434246575 28.7308823529 35.5903125 16.3548888889 19.7505357143 22.1183908046
4al8 43.7911363636 33.6524626866 35.5740350877 27.865125 33.8487272727 21.1423255814
6avn 22.9375581395 28.9617293233 25.5976041667 52.2805319149 33.8353571429 28.1126666667
2rcs 19.77875 16.2706508876 37.5932142857 15.7933962264 13.248 11.5241666667
5ocx 22.2292391304 19.7662204724 17.4114285714 24.7794680851 24.4835 18.9853571429
4jlr 71.2572368421 70.7783333333 75.4314130435 100.301594203 103.125111111 74.0245070423
2itd 58.8845977011 59.1797887324 46.2538028169 46.5263414634 51.8225 36.891097561
4hk0 65.1133333333 61.1190225564 49.9460759494 30.9764864865 34.6657407407 49.3980681818
5sy8 26.0935714286 25.3442753623 23.4941714286 26.1756470588 29.8573584906 24.6392941176
1bql 21.1403296703 15.0551879699 17.6372727273 17.1418421053 20.0540816327 15.8262318841
4ocx 40.1982954545 54.2969465649 40.8814035088 55.02368 46.3238596491 42.9966666667
4ocy 34.1043181818 42.9273282443 38.3192982456 50.73104 44.2077192982 35.7204347826
6cjk 41.310310559 31.2204761905 28.1756122449 43.7950588235 33.1442857143 34.3902843602
4tpr 32.3551111111 31.3784558824 37.5595959596 15.1 15.444137931 12.3549333333
6ct7 24.2983529412 23.8509923664 21.3406666667 27.2893902439 25.3033928571 25.0519767442
4ocr 47.1523571429 50.5147679325 73.5799009901 83.3705988024 55.4028828829 63.9046308725
4ocs 28.5766225166 37.5331950207 47.3964339152 75.9584848485 49.0062280702 63.7680769231
5jue 41.9263975155 56.4585555556 37.8167906977 51.1414754098 42.091779661 37.0563636364
3dvg 60.6659210526 62.179469697 58.8681818182 71.1378082192 64.4140740741 57.0458695652
3dvf none none none 41.5968604651 43.4580392157 43.4872839506
5fuz 34.3672 34.8126190476 30.3398019802 40.2558510638 33.8928 40.0394444444
2z4q 58.2681609195 46.1 38.68 32.4013953488 29.5524137931 31.0075362319
3dvn 82.1638157895 77.3816030534 75.0985454545 79.1939726027 75.7993877551 94.7683695652
3dvi none none none 13.6252873563 16.2698039216 13.7906741573
4m8q 39.5813432836 46.8474774775 46.9041935484 62.9078823529 56.6370454545 46.1965151515
1tqb 34.3465432099 37.721294964 38.7435483871 38.426147541 37.3490740741 33.1615584416
4jb9 102.053707865 83.3049295775 149.131176471 160.041594203 152.264074074 139.333469388
5u5f 23.4870588235 21.4637681159 30.0442222222 19.2692307692 20.3844444444 17.9717333333
1ohq 33.0885714286 32.3408403361 36.0203658537 none none none
5u5m 23.5049411765 23.1862318841 30.0227777778 21.1220512821 21.73 17.9141333333
1s5i 40.829 41.2204918033 46.0347252747 41.4330952381 37.3494230769 30.5683561644
1s5h 39.3727586207 38.8140298507 29.3178873239 26.59 35.9680769231 22.3901219512
5lgh 34.0677647059 35.5447916667 39.4475 33.6916304348 38.5960869565 37.4029113924
5fgb 23.0985526316 23.7290265487 39.5103571429 48.9027848101 40.8622807018 35.5420253165
2r1w 22.7396511628 22.4718666667 22.933592233 25.8958394161 23.5431034483 19.1515714286
4xwo 49.5902197802 57.413553719 44.1648958333 55.6845205479 46.442244898 53.6234375
6n32 31.082195122 31.3227559055 49.7124299065 36.3275 37.4929411765 30.3412857143
4n9o 18.8162337662 13.1119008264 12.7587179487 none none none
6axp 23.9928571429 25.4016935484 23.0469306931 25.7809756098 24.9759615385 21.2445454545
4n9g 39.4004878049 40.6896153846 35.3668 41.0504878049 38.3427586207 35.4429113924
3dv6 23.0247674419 27.5759731544 20.5526190476 34.3622857143 25.8889655172 25.0882857143
3dv4 39.8124418605 42.1743624161 32.4355952381 39.0521428571 32.2867241379 31.2332857143
3ob0 74.8104878049 68.2288188976 77.213364486 69.9292045455 80.991372549 64.7627142857
5fgc 56.6188235294 53.1503361345 84.7315384615 92.7662962963 89.6696551724 66.5872727273
4xh2 43.6257692308 36.4363076923 38.392125 48.0458536585 36.1867346939 45.4951020408
6axl 27.7180666667 27.8074264706 26.5303448276 36.1753888889 31.8121348315 26.4082119205
6axk 35.0005405405 46.3091954023 30.8690419162 39.1612716763 33.4778640777 47.4586294416
3nab 89.2419318182 92.3500735294 81.7298039216 93.0425609756 73.3248888889 85.7731428571
1mju 11.9986813187 15.7273972603 13.1269230769 15.8218604651 13.4573076923 10.8998765432
1xgt 31.9025675676 33.3961832061 26.992972973 30.5084705882 29.9861538462 25.6016666667
1xgu 27.4431168831 28.6129770992 23.3786486486 23.7630588235 20.1971153846 17.1416666667
1xgr 33.8755405405 34.2940458015 30.3910810811 31.7121176471 32.1540384615 27.5324358974
4jg1 17.7099382716 18.7720384615 16.5434615385 20.8372727273 21.3908411215 16.518125
1xgp 23.7190140845 25.8812977099 22.2478378378 23.9647058824 22.5109615385 18.9416666667
1xgq 25.817260274 28.0842748092 19.8754054054 22.3552941176 21.3051923077 18.4142307692
4hcr 20.4917567568 22.7740996169 23.17205 24.6095967742 26.4484684685 23.210516129
3or6 57.2402298851 60.8764084507 43.0974647887 41.6751219512 51.3828846154 34.6670731707
1xgy 28.7175280899 28.2740939597 29.2986567164 31.1085271318 39.5034615385 22.5017142857
3pp4 16.4525581395 20.7073684211 13.7962637363 18.5413178295 17.7026923077 12.9902739726
5xaj 31.9688461538 29.3058394161 25.5026804124 32.7377272727 28.8021276596 25.8375362319
3rvu 86.0861111111 81.6287096774 76.4911538462 64.5064044944 69.8860344828 58.5048192771
3rvt 46.2133333333 45.9615322581 57.2138461538 44.2343820225 54.9762068966 38.9313253012
3rvw 20.4435555556 23.8631451613 21.3196153846 17.2464044944 21.7582758621 16.5618072289
3rvv 29.5464444444 31.4495967742 27.3159615385 26.1679775281 30.9732758621 24.1120481928
3rvx 40.888 49.9214516129 41.7706730769 49.2896629213 44.2548275862 45.2497590361
2aj3 47.1821686747 41.9776859504 40.6421705426 39.74 39.520212766 32.0371764706
1mjj 17.3215384615 18.445890411 18.2533846154 19.4575968992 22.4001923077 15.0980246914
3l1o 15.6922093023 16.2341780822 19.2703703704 18.0462921348 13.9608695652 15.3161538462
6db6 23.4054761905 23.0336231884 31.7188571429 29.8520689655 33.4016666667 27.503375
6db7 63.1882926829 65.3607692308 81.4660240964 61.3192941176 65.5938983051 58.9006451613
4mau 33.5012359551 32.1943089431 27.298630137 30.5670909091 25.596 22.6216455696
6db8 40.0562650602 48.8096 42.0011403509 49.6063013699 40.8867346939 46.5591780822
6db9 46.1015662651 53.34888 49.0650877193 61.0695890411 52.9375510204 51.6154794521
4yx2 33.1297849462 34.9299253731 36.1936904762 46.9274390244 40.1888461538 36.4755696203
4ouu 46.1661842105 50.8815384615 47.6271875 46.65568 44.9565517241 35.0470422535
3a6b 17.5565822785 18.189375 16.7960869565 18.6948192771 13.2763461538 14.5805128205
3a6c 17.5153164557 16.91609375 16.7436956522 14.5168674699 11.5971153846 12.4926923077
3c6s 21.4605952381 21.2670967742 18.388 19.4896899225 22.5001960784 16.0347222222
3g6a 37.7323595506 38.7126829268 39.1847222222 44.9616438356 48.1021428571 42.9275641026
1mj7 23.3092857143 22.6331404959 33.3085365854 23.1944 25.6503846154 17.999382716
4qy8 13.5358278146 17.6648351648 12.6610666667 17.6574396135 14.2528888889 11.5179562044
4hc1 44.8177058824 61.1933877551 48.730877193 38.3686754967 47.5920192308 35.3153459119
1mj8 17.4931764706 23.4638732394 47.3279347826 21.0356589147 22.1175 16.037654321
2ajy 45.001 42.3853787879 47.4809195402 53.2428148148 49.0652941176 47.2634146341
2ajx 21.4647777778 17.2487121212 20.8942528736 20.1700740741 18.3078431373 13.766097561
2hjf 50.1727586207 52.279084507 31.3785915493 32.6731707317 39.3440384615 22.8012195122
2ajz 29.1576666667 31.2187121212 37.5144827586 40.4282962963 35.6592156863 30.2243902439
2ajs 23.7375555556 21.9708333333 22.6433333333 19.824 19.9174509804 18.7946341463
2aju 35.1724444444 20.2416666667 36.5609195402 31.8812592593 30.0729411765 28.3768292683
2ajv 27.6082222222 19.9803787879 29.8225287356 32.8178518519 28.7323529412 23.235
4ma3 30.5057894737 28.4427966102 27.3883333333 24.2322115385 26.8311627907 26.0926530612
4gw4 51.6231137725 55.6180970149 38.8310119048 55.031372549 64.369 41.7162921348
4gw5 31.337012987 33.6945967742 27.3448514851 35.5592105263 33.7923076923 29.1637662338
4ma7 26.6917204301 28.8414179104 26.9664285714 32.5373170732 30.7701923077 26.0707594937
4gw1 30.2015584416 32.6633064516 26.2410891089 33.6514634146 29.7563461538 27.1251948052
5mth 20.606746988 22.6421678322 26.9097849462 44.2509489051 31.5532758621 20.5116438356
3a67 21.8097468354 16.786640625 19.1056521739 16.9859036145 14.5784615385 12.9252564103
4yxk 33.5306451613 28.8302985075 35.2035714286 57.8358536585 48.3942307692 38.0953164557
3hc3 20.1162222222 22.8252054795 18.4238095238 19.0442105263 19.4351724138 18.2181707317
4yxl 65.2052688172 63.1896268657 62.7477380952 84.7303658537 73.8367307692 65.0987341772
3d0l 30.83125 27.0076515152 30.0539090909 22.9724657534 23.644375 21.9802409639
2jb6 57.383902439 60.2236956522 58.1851960784 51.9614583333 53.0306521739 48.8297826087
5vga 25.6068243243 28.6421167883 31.3873015873 33.6663953488 34.0685470085 26.8975
6dbf 23.4081294964 26.746798419 16.3447533632 none none none
2jb5 52.9273972603 55.3163768116 56.9349019608 46.3592708333 48.1615217391 42.5513043478
6dba 23.2144202899 24.3988932806 18.1179372197 none none none
1yec 21.4117391304 25.133 22.004047619 20.7327777778 21.85 16.5527027027
6df1 41.0946153846 44.5817460317 38.2435 41.3813483146 43.8039130435 37.7332857143
4orz 49.4647887324 39.3658536585 39.9978461538 none none none
1yei 21.7957608696 24.6139285714 21.8763492063 21.7134126984 21.5005769231 16.7059459459
1yeh 22.5748913043 23.9025714286 23.1519047619 19.6165873016 20.7317307692 18.1237837838
1yek 23.9363043478 26.3568571429 27.3603968254 22.2604761905 22.9032692308 17.8378378378
1yej 21.2857608696 24.7791428571 23.0179365079 22.2707142857 22.0325 16.3302702703
1lhz none none none 53.4251041667 33.0566666667 48.3588
6bft 37.6002409639 41.8627777778 40.4425954198 39.9355952381 35.3084482759 32.8478205128
3gi9 30.5368817204 35.3735294118 32.7721212121 38.1163636364 32.9150909091 31.0497468354
3gi8 34.2716129032 37.4626470588 35.8021969697 38.2037878788 33.0483636364 32.893164557
6bfq 30.5086813187 33.9307751938 32.3228571429 47.7222093023 35.0195833333 34.3163013699
4w2q 41.6842465753 54.8684210526 29.8042352941 none none none
5l0q 18.4126086957 21.9195744681 15.9815053763 16.935 25.8853846154 15.0034146341
1g7h 22.0507042254 25.2649593496 19.8755696203 23.2263529412 23.4725925926 20.4939726027
1uyw 11.6634482759 13.4585123967 13.0067391304 13.734939759 16.6445283019 9.21931506849
5umn 40.5502752294 27.4944827586 28.4004918033 35.7023913043 34.772 27.1852
6a0z 29.8152941176 34.8846268657 32.8873728814 32.4419230769 39.8934482759 28.2006329114
6a0x 52.3785882353 58.5325373134 63.1766101695 70.1521794872 83.8974137931 57.3392405063
2q20 none none none 19.2803448276 20.602745098 14.843875
4qww 46.9896385542 48.2736942675 46.8105357143 40.5201351351 41.2001960784 36.5597368421
6ghg 32.1201315789 28.5136283186 38.4308888889 35.3468965517 31.8304545455 29.3169117647
4fq2 25.3135632184 29.6380314961 28.2421359223 29.0472151899 21.4821052632 23.3401923077
5hm1 67.7358730159 54.9874311927 54.0155769231 none none none
4rav 54.0763636364 47.9896774194 56.4912068966 67.2145 62.0166037736 57.6659016393
5h8d 25.1781481481 26.8718181818 21.0905263158 none none none
4kaq 38.1710588235 45.7619083969 29.251047619 30.1905194805 19.5166666667 32.2486486486
3qnz 45.8208450704 48.0419708029 49.088 45.95928 35.64 37.5863888889
5c3l 68.5666206897 71.735021645 63.2033333333 none none none
3qnx 58.0349295775 55.5833834586 62.3726153846 60.49688 51.9906382979 48.1320833333
3qny 76.7194285714 105.063208955 78.28 86.9887068966 71.821627907 82.4729166667
6bf4 72.77 67.6242748092 65.1538410596 58.7247857143 61.2170967742 52.0569230769
5ocl 60.8082051282 61.4563157895 80.0820547945 none none none
3giz 24.8963095238 28.2928688525 35.9719642857 26.5227160494 28.2956 31.4450632911
1c5c 20.8993333333 26.4602919708 17.3172 26.993255814 25.8096078431 18.4864473684
1c5b 31.6743333333 34.1264963504 33.7984 37.1222093023 33.3382352941 23.6451315789
2fjf 10.1760227273 10.5823966942 9.1824 9.95421052632 9.95962962963 10.3812676056
2fjg 33.7302272727 39.4591735537 35.2249 38.3184210526 37.477037037 43.0849295775
4mwf 64.8444 60.1971875 57.3104964539 59.6171428571 53.0853333333 56.4724691358
1c5d 26.1957971014 23.7086607143 25.458372093 27.7386206897 35.6944642857 23.0627941176
1mam 10.9693023256 11.9627027027 15.189 5.77452631579 10.9076666667 7.15185714286
3mck 59.7855844156 50.3400694444 83.6346067416 80.3944 63.4110344828 54.0061428571
5cbe 98.134137931 82.2517829457 59.6266225166 41.0693069307 54.4916363636 44.2609589041
3mcl 36.1733333333 37.2871544715 42.0195890411 36.8795833333 34.7028 39.4482352941
3mcg none none none 7.60775510204 6.64719298246 9.73493506494
2adg 20.5949333333 26.9434645669 26.9036538462 25.7055952381 32.807037037 18.49
4dgy 32.485060241 34.1021768707 32.8086885246 44.2883950617 41.4296 32.9444444444
4fqq 43.3842307692 43.8648091603 48.6362626263 55.1066216216 38.1064814815 61.9616666667
5erw 53.7425352113 54.6996992481 44.2092857143 40.9574324324 51.1935185185 41.3281428571
2adj 54.0144 66.0539370079 69.3070192308 67.2667857143 76.6268518519 65.9364705882
2adi 30.8929333333 42.3451181102 38.4242307692 53.9255952381 53.4864814815 37.9548529412
4fqi 21.8579411765 26.46584 21.3165048544 42.96 41.7587272727 30.5134177215
4fqh 54.9388235294 37.68512 28.7523300971 34.9448387097 23.5152727273 35.4336708861
4fqj 41.8334210526 38.1845522388 39.4796323529 45.7781914894 52.9711290323 41.623258427
2dbl 16.3133333333 27.0743356643 14.8746153846 22.9626771654 20.18578125 26.0055384615
4fql 25.3148837209 24.0099224806 48.49 31.9455172414 28.2275555556 29.0527027027
3o41 19.8338961039 20.5863194444 18.2451162791 23.1115833333 23.57 18.4865822785
5e5m 54.1795 63.3679130435 56.8181481481 none none none
4wfe 53.943125 59.2331884058 48.1132258065 67.2616666667 65.982244898 58.3943835616
4fqc 27.7129333333 25.46648 30.7618779343 29.7055128205 35.3796491228 27.0499074074
2brr 19.3182716049 23.0579310345 22.19192 22.5674157303 23.0510869565 20.1373076923
5vxl 35.2357142857 44.0375903614 32.62425 none none none
1ap2 6.72788235294 9.71835714286 7.95247619048 6.67160305344 4.49948275862 4.45545454545
4wff 61.62475 67.752173913 57.8225806452 78.6515277778 74.5959183673 67.6915068493
5n2k 58.6391034483 61.416 58.67 55.8282352941 48.8889380531 66.6503015075
5ezi 37.8072527473 42.080620155 41.353372093 44.0813580247 38.142 38.6376388889
5ezj 37.4254945055 38.7659689922 41.2943023256 39.3711111111 39.623 36.9919444444
5ezl 37.6824175824 39.5000775194 42.4010465116 34.8186419753 37.4495 34.2777777778
5czx 32.5463291139 37.3281343284 25.9265116279 30.0974074074 30.613 22.6507792208
1bln 7.21705128205 17.4954621849 28.0225773196 33.8923387097 19.8454237288 20.8842253521
5m30 107.915396825 78.4599074074 101.494257426 none none none
1ind 12.2401428571 14.5891525424 6.70163265306 13.7753535354 17.5168 10.8462195122
1ine 13.8147142857 15.4996610169 14.4055102041 10.5538383838 19.0638 10.0001219512
1nl0 40.3666666667 48.0773684211 37.618625 44.1858888889 39.9546296296 43.2311363636
1flr 33.7874157303 37.8243902439 23.71 31.1808064516 24.440862069 30.7608219178
3r1g 33.7962025316 48.8124166667 37.2975 56.4811842105 48.4477777778 38.2425974026
3dif 51.0701136364 52.8088489209 65.2421111111 55.6233783784 56.5405084746 51.6220987654
5m2w 29.7120634921 24.0286111111 33.586728972 none none none
2y07 33.8156043956 42.9971969697 49.6327722772 39.6465656566 36.0626 37.6782142857
2y06 65.7018681319 60.4737878788 79.2711881188 50.6850505051 63.9484 64.3718072289
5tjd 66.3729545455 53.1275590551 77.8145283019 71.8440449438 69.208245614 58.2576
2o5z 44.8936585366 47.1906521739 47.46 47.3688095238 46.2717241379 44.3240506329
4jm4 40.1159124088 43.1527272727 31.6888961039 47.384 36.0578571429 38.1722988506
3auv 19.6981818182 24.1294214876 22.1848 20.744494382 20.9868627451 21.6731707317
2ai0 47.5776829268 49.59 58.3908 48.3288888889 51.3244827586 52.4448684211
1kn4 24.4492391304 27.6162857143 25.655952381 24.323968254 25.8930769231 19.335
3zhd 12.6156756757 13.8690082645 19.3593421053 none none none
5alb 40.1301315789 37.3272727273 38.2132919255 50.6082417582 64.4631578947 36.1725
5alc 39.1855263158 38.6055371901 35.2793258427 40.1340659341 36.2619298246 36.2612820513
1fl5 19.121744186 21.5127027027 21.9184126984 52.786 33.3460344828 44.7431944444
3mls 22.4944578313 21.5958518519 28.018220339 21.8842352941 25.5790163934 36.1666666667
3zhk 24.9239473684 30.6155752212 36.8018421053 none none none
3qpq 35.3448387097 50.4471527778 26.2419230769 35.1011764706 34.2696 32.1757317073
1fl3 35.9960493827 45.4673636364 35.8455319149 38.1240769231 45.778 39.6852941176
3u0w 33.993655914 35.1501515152 30.7787878788 40.636125 35.2883636364 38.2379761905
2h3n none none none 36.9076724138 36.8596551724 44.4417647059
1nmc 23.3542696629 26.775106383 22.5331372549 26.7811235955 35.8577192982 19.7633766234
5waw 63.0516666667 62.6409230769 67.5477358491 98.122578125 77.0048076923 79.7638571429
5chn 23.7154545455 33.4312295082 29.5434065934 52.7515625 43.3103636364 27.72
2xxm 20.3583783784 21.7990163934 16.8086363636 none none none
2f5b 24.89425 25.2312121212 28.4504320988 29.1889041096 23.21625 23.615060241
2f5a 33.1595 27.1973484848 43.4934027778 21.8552054795 21.668125 21.5827710843
5mp5 29.7668674699 33.5864335664 40.8511827957 52.9279130435 40.1768965517 32.4521917808
2mcg none none none 9.54112244898 13.6422807018 5.47220779221
5szf 78.8560493827 66.1290714286 82.8861111111 90.915 81.7868965517 76.6844047619
7fab 28.7774157303 31.0669291339 21.3553333333 23.274673913 none 23.3784507042
2gki 60.7881294964 43.8134146341 51.3559322034 63.6587142857 43.3787931034 65.17
2cmr 23.1519178082 25.3456 20.9677631579 22.8185869565 23.6788888889 21.6446153846
5t29 48.4013095238 47.6178985507 41.3888 36.8230120482 54.7875 41.0262790698
1u6a 29.5035526316 35.7965891473 24.8278813559 28.8351086957 22.6975 32.5195833333
1zls 48.312195122 49.8978740157 52.5429906542 49.4281818182 51.2960784314 49.4341428571
1bbd 31.4629069767 27.7100719424 26.0385555556 44.5244525547 25.1365517241 30.5405063291
